"asin","product_title","average_rating","review_author","reviewed_product_attribute","reviewed_variant_asin","variant_review_url","review_rating","review_date","reviewed_country","review_text","review_comment_count","review_header","no_of_people_reacted_helpful","author_profile_url","url","brand","review_url","input"
"B08N5SF4RG","Apple MacBook Pro mit Apple M1 Chip (13"", 8 GB RAM, 256 GB SSD) - Space Grau (November 2020)","4,8 von 5","Amazon Kunde","Farbe: Silber | Fassungsvermögen: 256 GB","B08N5TG1H3","https://www.amazon.de/Apple-MacBook-Pro-mit-Chip/product-reviews/B08N5TG1H3/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5,0 von 5 Sternen","Rezension aus Deutschland vom 15. Januar 2021","Rezension aus Deutschland vom 15. Januar 2021","Bääm.. neuer Chip verändert die Welt - zumindest die die so viel Geld dafür ausgeben wollen. Akku ist Wahnsinn - läuft und läuft und läuft Systemfehler sind mir bisher nicht bekannt Sehr gute Verarbeitung. Alles in allen perfekt wer sich ins Apples Welt vorstellen kann kann beruhigt zugreifen","","Super geil😅","","https://www.amazon.de/gp/profile/amzn1.account.AH2CQESPT2Y24C2XU7EBHGRBR5ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.de/product-reviews/B08N5SF4RG/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=4&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.de/gp/customer-reviews/R2NV82O3CXEP4N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08N5SF4RG","https://www.amazon.de/dp/B08N5SF4RG/"
"B08L5VG6H9","Neues Apple iPhone 12 Pro Max (128 GB) - Gold","4,8 von 5","neefischer gerhard","Größe: 128 GB | Farbe: Pazifikblau","B08L5WQDQL","https://www.amazon.de/Neues-Apple-iPhone-Pro-128-GB/product-reviews/B08L5WQDQL/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5,0 von 5 Sternen","Rezension aus Deutschland vom 7. Januar 2021","Rezension aus Deutschland vom 7. Januar 2021","Tja mein erstes IPhone. Bis jetzt bin ich sehr zufrieden. Am Anfang ne riesen Umstellung, wenn man von Android kommt. Aber mittlerweile gehts. Der Preis ist eigentlich das einzige was ich bemängeln muss, der ist nämlich jenseits von gut und böse. Ansonsten echt ein geiles Teil. Hervorzuheben ist der Akku...einfach hervorragend, locker 2 Tage trotz guter Nutzung. Also ich würde das Teil weiterempfehlen.","","Gutes Teil","Eine","https://www.amazon.de/gp/profile/amzn1.account.AEUGQJ6ZAGRI35JIMZJFIOHXNPSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.de/product-reviews/B08L5VG6H9/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=4&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.de/gp/customer-reviews/R16Q4BLJ8U3HCS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L5VG6H9","https://www.amazon.de/dp/B08L5VG6H9/"
"B08L5VG6H9","Neues Apple iPhone 12 Pro Max (128 GB) - Gold","4,8 von 5","Daniel","Größe: 512 GB | Farbe: Gold","B08L5VLZLJ","https://www.amazon.de/Neues-Apple-iPhone-Pro-128-GB/product-reviews/B08L5VLZLJ/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","4,0 von 5 Sternen","Rezension aus Deutschland vom 15. November 2020","Rezension aus Deutschland vom 15. November 2020","Ich muss gestehen dass ich seit dem iPhone 4 bei Apple Kunde bin und mich deshalb mehr oder weniger „Fanboy“ nennen kann. Dazu erwähne ich, das Ich das Gerät selber bezahlt habe und nicht zum Testen zur Verfügung gestellt bekommen habe. Als Referenz habe ich das genommen Unboxing • Allein das Auspacken macht Spaß und bestätigt, das es sich um ein Premium Produkt handelt. • Die Verpackung ist im schlichten Schwarz gehalten, auf der Frontseite schmückt die Rückseite vom iPhone die Verpackung (statt wie traditionell die iPhone Vorderseite) • Im Lieferumfang befindet neben dem iPhone • USB‑C auf Lightning Kabel • Dokumentation und Apple Sticker • KEINE EarPods mit Lightning Anschluss • KEIN 18W USB‑C Netzteil • Was mir überhaupt nicht gefällt ist das die Verpackungs-Innenseite komplett Weiß ist, dies sieht beim öffnen etwas merkwürdig aus. • Und was ich echt unverschämt finde, ist das weder Kopfhörer, Netzteil und Klinke auf Lightning Adapter mitgeliefert werden Haptik und Design • Der Goldene Edelstahlrahmen besitzt nicht mehr die selbe Farbe wie vorher, also passt das neue iPhone zur Vorgänger nicht mehr. Jedoch ist der neue goldene Farbton deutlich schicker und sieht nach mehr aus. • die Kehrseite ist jedoch, das der Hochglanz Rahmen extrem Fingerabdrücke anzieht!! • Das Gerät fühlt sich hochwertig an und liegt trotz des hohen Gewichts und der Größe gut in der Hand. Ich habe eher schwitzige Hände doch trotzdem liegt das neue iPhone „sicherer“ in der Hand und rutscht nicht so leicht. • Optisch wirkt dieses dicker, jedoch ist es sogar einige Millimeter dünner wie der Vorgänger. Dafür schaut der Kamerabuckel mehr heraus. Als Design Fauxpas kann man das labeling der CE Kennzeichnung und der Mülltonne IM Rahmen Rahmen nennen, sieht meiner Meinung nach Unterirdisch billig aus. Auch der immer noch fette Display Rand stört mich und ist nicht mehr Zeitgemäß. Insgesamt ist dieses iPhone etwas länger und breiter als das Vorgänger Modell. • Positiv ist mir aufgefallen dass das iPhone bei intensiver Nutzung oder bei Verwendung in der Sonne nicht mehr so schnell an der Rückseite heiß wird Betriebssystem und Akku, Kamera • Mit ca. 3.700 mAh ist die Akkukapazität gegenüber dem gesunken. Daher ist die Laufzeit nach einigen Tagen Benutzung bestenfalls so wie der Vorgänger, keinesfalls besser... • IOS 14 ist meiner Meinung nach doch ziemlich buggy (App Crashes, Verzögerungen, Multitasking Probleme), hier hoffe ich auf ein baldiges Update. • Die Kamera schießt gewohnt gute Fotos, jedoch hat man keine neuen Wunder zu erwarten. • Insgesamt gibt es verglichen zum Vorgänger kaum Verbesserungen, abgesehen von der etwas besseren Kamera und dem größeren Display. • Weder ein 120 Hertz Display noch eine verbesserte Akkulaufzeit bietet dieses neue Flagschiff. Insgesamt ein Update welches man getrost auslassen kann Fazit • Die Garantiezeit könnte bei so einem Hochpreisigem Produkt länger als gesetzlich geregelt sein (z.B. 3 Jahre) • Deshalb bewerbe ich hiermit den welcher auch für dieses iPhone gilt, meiner Meinung nach ist dieser essentiell bei einem so hochpreisigem Gerät, in der Vergangenheit habe ich damit sehr gute Erfahrungen gemacht und kann ihn nur empfehlen. • An dieser Stelle erwähne ich das o2 Kunden mit einer e-Sim aufpassen sollten. Zur Erklärung: Das vorhandene e-Sim Profil welches im alten iPhone installiert ist, kann nur einmal verwendet werden. Richtet man sein neues iPhone ein oder stellt es aus einem Backup her, muss ein neues e-Sim Profil installiert werden. Dieses muss vorher bei o2 beantragt werden.","","Erst Hui, dann Pfui","68","https://www.amazon.de/gp/profile/amzn1.account.AFWOR7NK3BD35H2MBFIX33MQ5HBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.de/product-reviews/B08L5VG6H9/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=1&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.de/gp/customer-reviews/RECRQEIHSLEMI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L5VG6H9","https://www.amazon.de/dp/B08L5VG6H9/"
"B081FW6TPQ","Neues Apple MacBook Pro (16"", 16GB RAM, 512GB Speicherplatz) - Space Grau","4,7 von 5","julian789","Stil: Intel Core i7 | Digital-Storage-Kapazität: 512 GB | Farbe: Silber","B081FZHSLZ","https://www.amazon.de/Neues-Apple-MacBook-Speicherplatz-Core-i7/product-reviews/B081FZHSLZ/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","3,0 von 5 Sternen","Rezension aus Deutschland vom 11. Februar 2020","Rezension aus Deutschland vom 11. Februar 2020","Ich schreibe die Rezension auf dem neuen Macbook Pro 16'', das Basis Modell in Silber. Dieses sollte mein altes Macbook ersetzen (Mitte 2014). Das alte Macbook hatte 2,5 GHz Quadcore i7 mit 16GB 1600 Mhz DDR3 und 512GB SSD. Obwohl es noch einwandfrei funktionierte und ich erst vor einem halben Jahr die Batterie austauschen lies, wollte ich mir das 16'' Macbook Pro kaufen, weil ich die Funktionen und das Hardwareupgrade super fand. Aber leider kam die Ernüchterung: Die Touchbar findet bei mir im Alltag keine Anwendung genauso wenig wie der Fingerprint Sensor. Die 6-Kerne anstelle der 4-Kerne machen für mich als Webentwickler keinen großen Unterschied. Rentiert sich das oberflächliche Upgrade und die Investition von 2344€ + AppleCare (+450€) + Dongle (50€) von einem Macbook Pro Mitte 2014 zu einem Macbook Pro 16''? Ich finde nicht, dazu ist mir der Sprung zu klein. Ein Beispiel: Das Kompilieren von Programmcode dauerte auf meinem alten Macbook 1:48min, auf dem neuen 1:37. zu den gleichen Bedingungen. Sehr enttäuschend. Pro: + Gewohnt hochwertiges, edles, robustes Design + der Weggang von der Butterfly Tastatur zu der Magic Keyboard Tastatur + Migration vom alten Macbook war sehr leicht Contra: - Für das, was man bekommt immer noch zu teuer - Touchbar größenteils unnötig - Geräusch- und Hitzeentwicklung fast gleich wie bei älteren Modellen - Hitzeentwicklung - Kein MagSafe - Notwendiges Zubehör teuer Fazit: Am besten man überlegt sich beim Kauf genau, was einem wichtig ist und wann die Investition dieser stolzen Summe ungerechtfertigt ist. Wäre mein altes Macbook kaputt, wäre ich an diesem hier geblieben, aber so nicht. Mein Macbook geht auf jeden Fall zurück.","","Edles Notebook, unnötige Touchbar, zu teuer und für mich kein Umstieg wert","6","https://www.amazon.de/gp/profile/amzn1.account.AGHESVOVLM2MO4WE3ZKTHRBLXFOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.de/product-reviews/B081FW6TPQ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=2&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.de/gp/customer-reviews/R1BD19M3Z09DYG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B081FW6TPQ","https://www.amazon.de/dp/B081FW6TPQ/"
"B084DWG2VQ","Der neue Echo Dot (4. Generation) | Smarter Lautsprecher mit Alexa | Anthrazit","4,6 von 5","Kim Busch","Farbe: Anthrazit | Konfiguration: Echo Dot","B084DWG2VQ","https://www.amazon.de/der-neue-echo-dot-4-generation-smarter-lautsprecher-mit-alexa-anthrazit/product-reviews/B084DWG2VQ/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","1,0 von 5 Sternen","Rezension aus Deutschland vom 29. Dezember 2020","Rezension aus Deutschland vom 29. Dezember 2020","Also mein lieber Freund Brutus, was hat Amazon sich dabei nur gedacht. Die kleine Brüllkugel macht nen super Klang. Das kann man nicht wegdiskutieren. Aus dem kleinen Kügelchen konnt ne ganze Menge „Wumms“. Und da hören die Vorteile auch schon auf. Angefangen bei der Tatsache, dass der Dot 5 Mal keine Lust hatte, in einen Wohnraum integriert zu werden, über seine eigenständige Entscheidung, die Lautstärke zu erhöhen, wann immer er das möchte, über das penetrante nicht-zuhören-wollen, wann man ihn anbrüllt (daher wohl Brüllwürfel). Fehlkauf Klasse 1a! Möglicherweise wird’s mit nem Update besser...","","Da hätte ich mehr erwartet...","6","https://www.amazon.de/gp/profile/amzn1.account.AGSWCQ6RLN4HOTHDSUWYITNVOPLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.de/product-reviews/B084DWG2VQ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=3&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Amazon","https://www.amazon.de/gp/customer-reviews/RCP1U4ZCAZZLB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B084DWG2VQ","https://www.amazon.de/dp/B084DWG2VQ/"
"B084DWG2VQ","Der neue Echo Dot (4. Generation) | Smarter Lautsprecher mit Alexa | Anthrazit","4,6 von 5","Stonebroke","Farbe: Blaugrau | Konfiguration: Echo Dot","B084J4QQFT","https://www.amazon.de/der-neue-echo-dot-4-generation-smarter-lautsprecher-mit-alexa-anthrazit/product-reviews/B084J4QQFT/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","1,0 von 5 Sternen","Rezension aus Deutschland vom 19. Dezember 2020","Rezension aus Deutschland vom 19. Dezember 2020","Ich hatte meinen neuen Echo Dot (4. Generation) zunächst ca. 10 Tage im Einsatz. Recht positiv erschien mir wirklich der neuere bessere Sound, der von vielen selbsternannten Tech-Gurus auf Youtube & Co. so gleichwertig mit dem 3er Dot verglichen wurde. Nun, wenn man jenseits der Lautstärke 5 aufdreht, kann man auch wirklich kaum noch einen Unterschied erkennen. Doch alles unter Stufe 5 lässt einen deutlich besserer Klang ausmachen. Es kommt anbei auch darauf an wo der kleine Echo zu stehen kommt. Doch dazu mal später. Auch recht positiv fiel mir die Leistungsaufnahme von ca. 1,2 Watt für die Bereitschaft (StandBy) auf, die gegenüber dem 3er Dot mit ~0,4 Watt Unterschied günstiger ausfällt. Mit dem Design kann ich mich bis heute noch nicht so ganz anfreunden. Aber hierzu später einmal, denn diese Rezension findet baldig noch sein ausführliches Update. Nach dem ersten Tag fiel mir ein einziges Mal eine Verselbstständigung auf. Denn als ich nach Hause kam, dudelte der neue Echo Dot (4. Generation) meinen zuletzt gehörten Radiosender. Vorher war alles stillgelegt, wovon ich mich durch das Lichtausschalten per Sprachbefehl versicherte. Das war jedoch ein Einzelfall, den ich trotzdem mal hier erwähnen möchte. Insgesamt versteht der neue Echo Dot (4. Generation) vieles falsch gegenüber meinen einst 6 in die Hände gekommenden 3er Dots. Bei lauterer Musikwiedergabe hört es jedoch ausgesprochen gut was dessen Aktivierung angeht. Nun zum negativen Teil: Der Echo Dot (4. Generation) kommt mir einfach nicht fertig und so nebenbei auf den Markt geschmissen vor. Das belegt ebenso die noch verfügbare Firmware Version 4262175876, die vor einigen Wochen noch von folgenden Geräten gleichermaßen genutzt wurde ... Der große Echo (3. Generation) Echo Dot (3. Generation) mit Uhr Der große Echo (4. Generation) Echo Dot (4. Generation) Echo Dot (4. Generation) mit Uhr Echo Flex Die sämtliche Gerätschaft der 4. Generation werkelt noch mit der alten Firmware. Alle anderen der aufgeführten Geräte (3. Generation, sowie Flex) bekamen derweil vor wenigen Tagen nach und nach eine neuere Firmware (44635xxxxx). Ganz übel sah es bei meinem neuen Echo Dot (4. Generation) bei der Ausführung von Skills mit größeren Interaktionsinhalten aus (z.B. bei permanenter Beantwortung wie ""Ja"", ""Nein"", ""Wahrheit"", ""Lüge""). Der Echo bricht ab, der Ton stockt häufig (oder bleibt ganz aus) bei Fortsetzungsversuchen. Kurzum - die Skills setzen zu gefühlten 90% nicht fort. Ich habe alles Mögliche probiert und das Problem meinen anderen Echos zum Vergleich mit gleichem Abstand zum Router gegenübergestellt, die keinerlei Probleme mit den Skills haben (z.B. ""Knoppers Quiz"", ""Lügenbaron"", oder kontinuierlicher [schlechte] Witze Berieselung a la Barbara Schöneberger). Aus diesem Grund habe ich zunächst meinen 4er Dot an Amazon zurückgeschickt und warte nun brav 3 Wochen auf eine Ersatzlieferung, da das Teil enorm vergriffen und aktuell via ""Last Minute""-Offer fleißig nachbestellt wird. ... wozu auch eine gewisse Kontingente als Ersatzlieferung für treue Kunden zurückhalten?! ...","","Zunächst positiv überrascht ... dann erkannte Skill-Probleme","3","https://www.amazon.de/gp/profile/amzn1.account.AH6RUNRQYOSK7VTBGGDNLN3Q6HIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.de/product-reviews/B084DWG2VQ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=4&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Amazon","https://www.amazon.de/gp/customer-reviews/R1UYUVK967HX12/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B084DWG2VQ","https://www.amazon.de/dp/B084DWG2VQ/"
"B08L5VG6H9","Neues Apple iPhone 12 Pro Max (128 GB) - Gold","4,8 von 5","Thomas","Größe: 256 GB | Farbe: Silber","B08L5TTGQL","https://www.amazon.de/Neues-Apple-iPhone-Pro-128-GB/product-reviews/B08L5TTGQL/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","1,0 von 5 Sternen","Rezension aus Deutschland vom 25. Januar 2021","Rezension aus Deutschland vom 25. Januar 2021","Die liefergeschwindigkeit ist sehr langsam, ich habe fast einen halben monat nach dem kauf gewartet, bevor ich das telefon erhalten habe.","","Die liefergeschwindigkeit ist sehr langsam","5","https://www.amazon.de/gp/profile/amzn1.account.AFQZRXQBXD64MTFTAEVE2ES3U3ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.de/product-reviews/B08L5VG6H9/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=4&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.de/gp/customer-reviews/R2T7L51BL0LXIU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L5VG6H9","https://www.amazon.de/dp/B08L5VG6H9/"
"B08L5VG6H9","Neues Apple iPhone 12 Pro Max (128 GB) - Gold","4,8 von 5","Ahsan Ali","Größe: 256 GB | Farbe: Graphit","B08L5VRW6N","https://www.amazon.de/Neues-Apple-iPhone-Pro-128-GB/product-reviews/B08L5VRW6N/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","4,0 von 5 Sternen","Rezension aus Deutschland vom 10. März 2021","Rezension aus Deutschland vom 10. März 2021","I really like the phone. The camera quality, speed, performance and sound quality is really good. Overall great features with excellent performance. Look is also really appealing. But I don't like, despite this high price they don't give adapter and back cover. if not the back cover at least give the adapter. How can a new user charge his phone ?? Really angry about this complementary pricing strategy. I bought them separately it costs almost extra 100 euros and so in Total the cost of the mobile is really high. Overall value for money is not good. Too expensive. Optimal price should be between 900 to 1k not more than 1k.","","Good product but overpriced","","https://www.amazon.de/gp/profile/amzn1.account.AFXVH75X4ZZP3CTPWYMU5H7AOVCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.de/product-reviews/B08L5VG6H9/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=5&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.de/gp/customer-reviews/R39I0EP99KVTLT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L5VG6H9","https://www.amazon.de/dp/B08L5VG6H9/"
"B084DWG2VQ","Der neue Echo Dot (4. Generation) | Smarter Lautsprecher mit Alexa | Anthrazit","4,6 von 5","Eileen","Farbe: Blaugrau | Konfiguration: Echo Dot","B084J4QQFT","https://www.amazon.de/der-neue-echo-dot-4-generation-smarter-lautsprecher-mit-alexa-anthrazit/product-reviews/B084J4QQFT/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","2,0 von 5 Sternen","Rezension aus Deutschland vom 9. Februar 2021","Rezension aus Deutschland vom 9. Februar 2021","I love Alexa and I have two older versions of the Echo dot, which work fantastically. Now I received the 4th generation Echo Dot at Christmas and was pretty excited, unfortunately I have been terribly disappointed. I’m not sure if I possibly have a defect Echo Dot, but it doesn’t hear us saying “Alexa” half the time until we are almost shouting at it. With the older versions we were able to speak normally and it would hear us perfectly. The new one is now in the exact same spot and I have to raise my voice significantly for Alexa to hear me even if I am the only one in the roof, this problem is particularly annoying when my children are all shouting at the echo dot. The sound quality is alright considering it’s size and price, I could not say whether the sound is better than old echo dots’ sound though. To be honest, if it hadn’t been a gift I would have sent it back.","","Alexa might need a hearing aid","3","https://www.amazon.de/gp/profile/amzn1.account.AEDNBC2DEZN3C5SDL6H6BOMMFV3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.de/product-reviews/B084DWG2VQ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=4&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Amazon","https://www.amazon.de/gp/customer-reviews/R1JVTLL9ABE6IS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B084DWG2VQ","https://www.amazon.de/dp/B084DWG2VQ/"
"B08L5WMP9D","Neues Apple iPhone 12 Mini (256 GB) - Schwarz","4,8 von 5","Ariel","Größe: 128 GB | Farbe: Weiß","B08L5VNTFG","https://www.amazon.de/Neues-Apple-iPhone-Mini-256-GB/product-reviews/B08L5VNTFG/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","4,0 von 5 Sternen","Rezension aus Deutschland vom 30. Dezember 2020","Rezension aus Deutschland vom 30. Dezember 2020","Das Iphone 12 mini ist ein sehr schönes, handliches Handy. Mein einziges Problem ist, dass der Touch an den unteren Kanten nicht so optimal funktioniert, wenn man zB das Handy gerade gesperrt hat und auf dem Sperrbildschirm die Taschenlampe oder die Kamera benutzen möchte. Das habe ich schon von mehreren Nutzern gehört, aber für mich war es noch kein Grund, um es zurückschicken. Es wäre schön, gäbe es das Problem nicht, da das Handy sehr, sehr teuer ist (meiner Meinung nach). Jedoch ist es ein schönes Handy. Das Design ist sehr edel, mit einer hochwertigen Verarbeitung. Zudem ist es sehr handlich, was für mich wichtig war, da ich kleine Hände habe. Das Iphone 12 mini hat für mich die perfekte Größe. Alles in einem würde ich es wieder kaufen und bin auf jeden Fall zufrieden mit dem Produkt.","","Sehr gut, aber nicht perfekt!","3","https://www.amazon.de/gp/profile/amzn1.account.AGK44BTOWV66JYKQWARHAN6JK23A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.de/product-reviews/B08L5WMP9D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=4&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.de/gp/customer-reviews/R3DLQTW6KALFM4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L5WMP9D","https://www.amazon.de/dp/B08L5WMP9D/"
"B084DWG2VQ","Der neue Echo Dot (4. Generation) | Smarter Lautsprecher mit Alexa | Anthrazit","4,6 von 5","Bensch3000","Farbe: Weiß | Konfiguration: Echo Dot","B084J4MZK6","https://www.amazon.de/der-neue-echo-dot-4-generation-smarter-lautsprecher-mit-alexa-anthrazit/product-reviews/B084J4MZK6/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5,0 von 5 Sternen","Rezension aus Deutschland vom 2. Dezember 2020","Rezension aus Deutschland vom 2. Dezember 2020","Da sich mein Radio im Bad endgültig verabschiedet hat, die Datenschutzrichtlinien seitens Amazon endlich verbessert haben und ich gefühlt der einzige Mensch auf dem Planeten bin der kein ""Alexa"" fähiges Gerät hat, habe ich mich dazu entschlossen den den Einstieg ins Echo Universum zu wagen. Eines vorweg : Ich habe es nicht bereut ! Das Objekt meiner Begierde der neue Echo Dot der 4. Generation... Ich habe mich für dieses Modell entschieden da der Raum in dem ich den Echo Dot betreibe relativ klein ist und ich einen normalen Echo zu überdimensioniert finde. 1. Klang Für kleinere Räume meiner Meinung nach hervorragend und verteilt sich merkbar im Raum 2. Design Das Design liegt wie immer im Auge des Betrachters, mir gefällt der Dot sehr gut und er ist durch seine Kompakte Bauweise sehr Platzsparend 3. Qualität Bei der Verarbeitung des Dot gibt es nichts auszusetzen, einfach Top ! Allgemein bin ich sehr geflasht welche Möglichkeiten sich durch den Einsatz des Echo Dots ergeben. Man denkt an einen Song, sagt Alexa spiele ... Und ab geht die Post ! Generell stehen einem auch extrem viele Radiosender zur Verfügung so dass für jede Stimmung die richtige Musik abgespielt werden kann. Achja, ich habe ihn mir am Black Friday für knapp 30 Euro geholt. Preis - Leistung ist der Hammer !","","Meine Rezension als Echo-Einsteiger","5","https://www.amazon.de/gp/profile/amzn1.account.AELGRJBQT2MLKEPGKGKAXLWTKD7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.de/product-reviews/B084DWG2VQ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=4&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Amazon","https://www.amazon.de/gp/customer-reviews/RRERGY84CO2HL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B084DWG2VQ","https://www.amazon.de/dp/B084DWG2VQ/"
"B08L5WMP9D","Neues Apple iPhone 12 Mini (256 GB) - Schwarz","4,8 von 5","Privat","Größe: 256 GB | Farbe: Blau","B08L5VR4YN","https://www.amazon.de/Neues-Apple-iPhone-Mini-256-GB/product-reviews/B08L5VR4YN/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","1,0 von 5 Sternen","Rezension aus Deutschland vom 21. Januar 2021","Rezension aus Deutschland vom 21. Januar 2021","Wie immer ist die Zeit nach 4-5 Jahren gekommen, das iPhone zu wechseln. Eigentlich hatte ich keine Lust wieder so viel Geld für ein Handy auszugeben, aber die Qualität diese Geräte ist einfach toll, obwohl es jedes Jahr schlimmer wird als das Jahr davor lohnt es sich alle male. Besseres wird man auf den Markt nicht finden .... Ich habe lange Zeit nach dem iPhone 4S und das erste SE wieder auf ein kleineres iPhone gewartet. Gut, dass ich das zweite SE Model letztes Jahr NICHT gekauft habe. Dieses 12 mini ist einfach super im Vergleich zu den zweiten SE. Das Design ist wieder wie bei den ersten SE und ich finde es super. Der Grund weswegen ich das erste SE mit den 12 mini getauscht habe ist hauptsächlich der Akku, dass nicht mal einen halben Tag ausgehalten hat und den gelben Fleck auf den Bildschirm. Es konnte noch mindestens ein oder zwei Jahre aushalten. Naya, man muss wieder Geld bei Apple investieren. Nach einige Tage Nutzung, habe ich meine Meinung geändert. Wenn ich zwei Karten drin habe und ich die Benutze kann das 5G nicht benutzt werden. WAS SOLL DAS FÜR EIN SCHWACHSINN SEIN????? 0 Sterne, wenn es möglich wehre. Mann gibt ein Haufen Geld für das Telefon her und man wirbt auch mit diesen 5G sch.....e und es funktioniert nicht. Noch einige Tage Nutzung. Schaut euch einfach das Video an. Das ganze kriegt man ins Ohr. Nein, danke!","","und wieder ein neues iPhone wo das 5G nicht benutzt werden kann.... HA HA HA","9","https://www.amazon.de/gp/profile/amzn1.account.AFT55DE75CFLUWG2WS5S37AO3CFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.de/product-reviews/B08L5WMP9D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=2&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.de/gp/customer-reviews/R27L4Y30HDNVQE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L5WMP9D","https://www.amazon.de/dp/B08L5WMP9D/"
